Taxon,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Lesueurigobius heterofasciatus,126905,Likely to produce sound under natural conditions but unconfirmed,452075,
Lesueurigobius koumansi,273444,Likely to produce sound under natural conditions but unconfirmed,452075,
Lesueurigobius sanzi,126906,Likely to produce sound under natural conditions but unconfirmed,452075,
Lesueurigobius suerii,126907,Likely to produce sound under natural conditions but unconfirmed,452075,
Lesueurina platycephala,281335,Unknown or undetermined,452074,
Letharchus aliculatus,275481,Does not or is unlikely to produce sound under natural conditions,452075,
Letharchus rosenblatti,275482,Does not or is unlikely to produce sound under natural conditions,452075,
Letharchus velifer,158633,Does not or is unlikely to produce sound under natural conditions,452075,
Lethenteron alaskense,1012536,Unknown or undetermined,452074,
Lethenteron appendix,845581,Unknown or undetermined,452074,
Lethenteron camtschaticum,101173,Unknown or undetermined,452074,
Lethenteron kessleri,1018532,Unknown or undetermined,452074,
Lethenteron mitsukurii,1584319,Unknown or undetermined,452074,
Lethenteron ninae,1384530,Unknown or undetermined,452074,
Lethenteron reissneri,298381,Unknown or undetermined,452074,
Lethogoleos andersoni,281336,Does not or is unlikely to produce sound under natural conditions,452075,
Lethops connectens,240723,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops albus,1016694,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops altus,1015835,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops argenteus,1016255,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops auritus,1016804,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops christyi,1015769,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops furcifer,1015772,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops gossei,1383642,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops leptodon,1383188,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops lethrinus,1467885,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops longimanus,1015770,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops longipinnis,1012585,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops lunaris,1015768,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops macracanthus,1015771,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops macrochir,1016805,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops macrophthalmus,1018245,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops marginatus,1016254,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops micrentodon,1016803,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops microdon,1012699,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops microstoma,1015773,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops mylodon,1383692,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops oculatus,1015790,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops parvidens,1015774,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops stridei,1012698,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinops turneri,1009646,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus amboinensis,278631,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus atkinsoni,278632,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus atlanticus,278633,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus borbonicus,212064,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus conchyliatus,212073,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus crocineus,212082,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus enigmaticus,212072,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus erythracanthus,212066,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus erythropterus,212074,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus genivittatus,212078,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus grandoculis,212083,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus haematopterus,278634,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus harak,212063,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus laticaudis,278635,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus lentjan,212061,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus mahsena,212075,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus microdon,212071,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus miniatus,212062,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus mitchelli,1562031,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus nebulosus,212081,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus obsoletus,212085,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus olivaceus,212069,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus ornatus,278636,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus ravus,278638,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus reticulatus,212059,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus rubrioperculatus,212077,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus semicinctus,278639,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus variegatus,212076,Likely to produce sound under natural conditions but unconfirmed,452075,
Lethrinus xanthochilus,212079,Likely to produce sound under natural conditions but unconfirmed,452075,
Leucalburnus satunini,1017847,Likely to produce sound under natural conditions but unconfirmed,452075,
Leucaspius delineatus,154321,Produces active and passive sound under natural conditions,452049,"Trait score determined in conjuction with reference ""https://marinespecies.org/aphia.php?p=sourcedetails&id=451916"" target=""_blank"">Protasov et al.; 1972."
Leucaspius delineatus,154321,Produces active and passive sound under natural conditions,451916,"Trait score determined in conjuction with reference ""https://marinespecies.org/aphia.php?p=sourcedetails&id=452049"" target=""_blank"">Protasov & Romanenko, 1962."
Leucaspius stymphalicus,1572535,Likely to produce sound under natural conditions but unconfirmed,452075,
Leucicorus atlanticus,281339,Likely to produce sound under natural conditions but unconfirmed,452075,
Leucicorus lusciosus,281340,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus aspius,1015724,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus baicalensis,1020385,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus bearnensis,1020881,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus bergi,1016310,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus burdigalensis,1022051,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus chuanchicus,1020301,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus chub,298222,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus danilewskii,1020256,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus dzungaricus,1008915,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus gaderanus,1018994,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus idus,154324,Produces passive sound under natural conditions,452049,
Leuciscus latus,1019157,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus lehmanni,1014772,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus leuciscus,154599,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus lindbergi,1015472,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus lucidus,298223,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus merzbacheri,1525986,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus oxyrrhis,1020456,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus schmidti,1019270,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus vorax,1022121,Likely to produce sound under natural conditions but unconfirmed,452075,
Leuciscus waleckii,1026693,Likely to produce sound under natural conditions but unconfirmed,452075,
Leucobrotula adipata,126679,Likely to produce sound under natural conditions but unconfirmed,452075,
Leucopleurus acutus,1571853,Produces active sound under natural conditions,452243,
Leucopsarion petersii,281341,Likely to produce sound under natural conditions but unconfirmed,452075,
Leucoraja caribbaea,271563,Unknown or undetermined,452074,
