Taxon,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Torquigener tuberculiferus,278276,Likely to produce sound under natural conditions but unconfirmed,452075,
Torquigener vicinus,278277,Likely to produce sound under natural conditions but unconfirmed,452075,
Torquigener whitleyi,278278,Likely to produce sound under natural conditions but unconfirmed,452075,
Tosarhombus brevis,283013,Does not or is unlikely to produce sound under natural conditions,452075,
Tosarhombus longimanus,283014,Does not or is unlikely to produce sound under natural conditions,452075,
Tosarhombus neocaledonicus,283015,Does not or is unlikely to produce sound under natural conditions,452075,
Tosarhombus nielseni,283016,Does not or is unlikely to produce sound under natural conditions,452075,
Tosarhombus octoculatus,283017,Does not or is unlikely to produce sound under natural conditions,452075,
Tosarhombus smithi,283018,Does not or is unlikely to produce sound under natural conditions,452075,
Totoaba macdonaldi,283019,Likely to produce sound under natural conditions but unconfirmed,452075,
Toxabramis argentifer,1018889,Likely to produce sound under natural conditions but unconfirmed,452075,
Toxabramis hoffmanni,1383225,Likely to produce sound under natural conditions but unconfirmed,452075,
Toxabramis hotayensis,1009893,Likely to produce sound under natural conditions but unconfirmed,452075,
Toxabramis houdemeri,1015686,Likely to produce sound under natural conditions but unconfirmed,452075,
Toxabramis maensis,1008594,Likely to produce sound under natural conditions but unconfirmed,452075,
Toxabramis nhatleensis,1008838,Likely to produce sound under natural conditions but unconfirmed,452075,
Toxabramis swinhonis,1014770,Likely to produce sound under natural conditions but unconfirmed,452075,
Toxicocalamus mintoni,468235,Unknown or undetermined,,
Toxicocalamus pachysomus,468236,Unknown or undetermined,,
Toxotes blythii,1416214,Does not or is unlikely to produce sound under natural conditions,452075,
Toxotes chatareus,283020,Does not or is unlikely to produce sound under natural conditions,452075,
Toxotes jaculatrix,283021,Does not or is unlikely to produce sound under natural conditions,452075,
Toxotes kimberleyensis,1397827,Does not or is unlikely to produce sound under natural conditions,452075,
Toxotes lorentzi,1017815,Does not or is unlikely to produce sound under natural conditions,452075,
Toxotes mekongensis,1494223,Does not or is unlikely to produce sound under natural conditions,452075,
Toxotes microlepis,283022,Does not or is unlikely to produce sound under natural conditions,452075,
Toxotes oligolepis,1020283,Does not or is unlikely to produce sound under natural conditions,452075,
Toxotes siamensis,1494224,Does not or is unlikely to produce sound under natural conditions,452075,
Toxotes sundaicus,1494225,Does not or is unlikely to produce sound under natural conditions,452075,
Traccatichthys bacmeensis,1525302,Likely to produce sound under natural conditions but unconfirmed,452075,
Traccatichthys pulcher,283023,Likely to produce sound under natural conditions but unconfirmed,452075,
Traccatichthys taeniatus,1015157,Likely to produce sound under natural conditions but unconfirmed,452075,
Traccatichthys tuberculum,1007570,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelochismus aestuarium,1388757,Does not or is unlikely to produce sound under natural conditions,452075,
Trachelochismus melobesia,283024,Does not or is unlikely to produce sound under natural conditions,452075,
Trachelochismus pinnulatus,283025,Does not or is unlikely to produce sound under natural conditions,452075,
Trachelyichthys decaradiatus,1012879,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyichthys exilis,1012669,Produces active sound under natural conditions,451886,
Trachelyopterichthys anduzei,1383843,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterichthys taeniatus,1021344,Likely to produce sound under natural conditions but unconfirmed,451981,
Trachelyopterus albicrux,1018917,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus amblops,1017435,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus analis,1019745,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus brevibarbis,1020108,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus ceratophysus,1021337,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus coriaceus,1022287,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus fisheri,1525790,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus galeatus,1018418,Produces active sound under natural conditions,451886,
Trachelyopterus insignis,1020132,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus isacanthus,1020109,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus lacustris,1020401,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus leopardinus,1016198,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus lucenai,1010809,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus peloichthys,1525086,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus porosus,1605388,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus striatulus,1020245,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachelyopterus teaguei,1014693,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachemys ornata,1537921,Unknown or undetermined,,"Although multiple turtle species have been shown to use underwater sound for communication, little research has been conducted to date."
Trachemys scripta,999901,Produces active sound under natural conditions,452305,
Trachichthys australis,283027,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinocephalus atrisignis,1494226,Does not or is unlikely to produce sound under natural conditions,452075,
Trachinocephalus gauguini,1385085,Does not or is unlikely to produce sound under natural conditions,452075,
Trachinocephalus indicus,1007432,Does not or is unlikely to produce sound under natural conditions,452075,
Trachinocephalus myops,158884,Does not or is unlikely to produce sound under natural conditions,452075,
Trachinocephalus trachinus,308682,Does not or is unlikely to produce sound under natural conditions,452075,
Trachinops brauni,283029,Does not or is unlikely to produce sound under natural conditions,452075,
Trachinops caudimaculatus,283030,Does not or is unlikely to produce sound under natural conditions,452075,
Trachinops noarlungae,283031,Does not or is unlikely to produce sound under natural conditions,452075,
Trachinops taeniatus,283032,Does not or is unlikely to produce sound under natural conditions,452075,
Trachinotus africanus,218439,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus anak,273288,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus baillonii,218440,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus blochii,151169,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus botla,218442,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus carolinus,159652,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus cayennensis,273289,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus coppingeri,273290,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus falcatus,367285,Produces active sound under natural conditions,452136,
Trachinotus goodei,159654,Produces active and passive sound under natural conditions,452136,
Trachinotus goreensis,273291,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus kennedyi,273292,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus macrospilus,1370200,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus marginatus,273293,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus maxillosus,273294,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus mookalee,273295,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus ovatus,126819,Produces passive sound under natural conditions,452081,
Trachinotus paitensis,273296,Likely to produce sound under natural conditions but unconfirmed,452156,
Trachinotus rhodopus,273297,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus stilbe,273298,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachinotus teraia,273299,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachipterus altivelis,272531,Does not or is unlikely to produce sound under natural conditions,452075,
Trachipterus arcticus,126527,Does not or is unlikely to produce sound under natural conditions,452075,
Trachipterus fukuzakii,272532,Does not or is unlikely to produce sound under natural conditions,452075,
Trachipterus ishikawae,272533,Does not or is unlikely to produce sound under natural conditions,452075,
Trachipterus jacksonensis,272534,Does not or is unlikely to produce sound under natural conditions,452075,
Trachipterus trachypterus,126528,Does not or is unlikely to produce sound under natural conditions,452075,
Trachonurus gagates,272440,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachonurus robinsi,272441,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachonurus sentipellis,272442,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachonurus sulcatus,158745,Likely to produce sound under natural conditions but unconfirmed,452074,
Trachonurus villosus,126480,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachonurus yiwardaus,272443,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus capensis,218444,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus declivis,273301,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus delagoa,218445,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus indicus,218443,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus japonicus,273302,Produces passive sound under natural conditions,451891,
Trachurus lathami,159655,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus longimanus,234648,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus mediterraneus,126820,Produces passive sound under natural conditions,451913,
Trachurus murphyi,273303,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus novaezelandiae,273304,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus picturatus,126821,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus symmetricus,273305,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachurus trachurus,126822,Produces active and passive sound under natural conditions,452049,
Trachurus trecae,126823,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachycephalus typhonius,1287530,Unknown or undetermined,,
Trachycorystes cratensis,1015040,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachycorystes menezesi,1007832,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachycorystes trachycorystes,1026294,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachydoras brevis,1021671,Likely to produce sound under natural conditions but unconfirmed,452039,
Trachydoras gepharti,1385343,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachydoras microstomus,1017611,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachydoras nattereri,1019993,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachydoras paraguayensis,1018338,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachydoras steindachneri,1016374,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachyglanis ineac,1014081,Does not or is unlikely to produce sound under natural conditions,452075,
Trachyglanis intermedius,1016033,Does not or is unlikely to produce sound under natural conditions,452075,
Trachyglanis minutus,1018785,Does not or is unlikely to produce sound under natural conditions,452075,
Trachyglanis sanghensis,1016323,Does not or is unlikely to produce sound under natural conditions,452075,
Trachyrhamphus bicoarctatus,218045,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachyrhamphus longirostris,218046,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachyrhamphus serratus,278672,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachyrincus aphyodes,272444,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachyrincus helolepis,272445,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachyrincus longirostris,272446,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachyrincus murrayi,126481,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachyrincus scabrus,126482,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachyrincus villegai,272447,Likely to produce sound under natural conditions but unconfirmed,452075,
Trachystoma petardi,322094,Likely to produce sound under natural conditions but unconfirmed,452075,
Tragulichthys jaculiferus,219975,Likely to produce sound under natural conditions but unconfirmed,452075,
Tramitichromis brevis,1018240,Likely to produce sound under natural conditions but unconfirmed,452075,
Tramitichromis intermedius,1015420,Produces active sound under natural conditions,451879,
Tramitichromis lituris,1015843,Likely to produce sound under natural conditions but unconfirmed,452075,
Tramitichromis trilineatus,1015845,Likely to produce sound under natural conditions but unconfirmed,452075,
Tramitichromis variabilis,1015842,Likely to produce sound under natural conditions but unconfirmed,452075,
Transancistrus aequinoctialis,1526047,Likely to produce sound under natural conditions but unconfirmed,452075,
Transancistrus santarosensis,1417193,Likely to produce sound under natural conditions but unconfirmed,452075,
Travancoria elongata,1010911,Likely to produce sound under natural conditions but unconfirmed,452075,
Travancoria jonesi,1014754,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocara caparti,1383545,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocara kufferathi,1014296,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocara macrostoma,1014128,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocara marginatum,1019032,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocara nigrifrons,1018396,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocara stigmaticum,1014581,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocara unimaculatum,1383116,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocara variabile,1014127,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocara zebra,1010727,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematochromis benthicola,1011721,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocranus labifer,1015430,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocranus microstoma,1015289,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocranus pachychilus,1524220,Likely to produce sound under natural conditions but unconfirmed,452075,
Trematocranus placodon,1016793,Likely to produce sound under natural conditions but unconfirmed,452075,
Triacanthodes anomalus,277024,Does not or is unlikely to produce sound under natural conditions,452075,
Triacanthodes ethiops,219871,Does not or is unlikely to produce sound under natural conditions,452075,
Triacanthodes indicus,277025,Does not or is unlikely to produce sound under natural conditions,452075,
Triacanthodes intermedius,277026,Does not or is unlikely to produce sound under natural conditions,452075,
Triacanthus biaculeatus,283034,Likely to produce sound under natural conditions but unconfirmed,452075,
Triacanthus nieuhofii,283035,Likely to produce sound under natural conditions but unconfirmed,452075,
Trianectes bucephalus,283037,Does not or is unlikely to produce sound under natural conditions,452075,
Triathalassothia argentina,283038,Likely to produce sound under natural conditions but unconfirmed,452075,
Triathalassothia lambaloti,283039,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichechus inunguis,255026,Produces active sound under natural conditions,452190,
Trichechus manatus,159509,Produces active sound under natural conditions,452212,
Trichechus manatus latirostris,159510,Produces active sound under natural conditions,452212,
Trichechus manatus manatus,450780,Produces active sound under natural conditions,452239,
Trichechus senegalensis,255027,Produces active sound under natural conditions,452231,
Trichiurus auriga,219706,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichiurus australis,274020,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichiurus brevis,274021,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichiurus gangeticus,274022,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichiurus japonicus,305414,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichiurus lepturus,127089,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichiurus margarites,274023,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichiurus nanhaiensis,274024,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichiurus nickolensis,274025,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichiurus russelli,274026,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichogaster chuna,1022769,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichogaster fasciata,315877,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichogaster labiosa,1020267,Likely to produce sound under natural conditions but unconfirmed,452075,
Trichogaster lalius,1027008,Produces active and passive sound under natural conditions,452123,
Trichogenes beagle,1494227,Does not or is unlikely to produce sound under natural conditions,452075,
Trichogenes claviger,1007955,Does not or is unlikely to produce sound under natural conditions,452075,
Trichogenes longipinnis,1012132,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus aguarague,1008903,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus albinotatus,1011092,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus alternatus,1525760,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus alterus,1460152,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus anaisae,1536464,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus areolatus,1020861,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus argos,1007559,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus arhuaco,1385017,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus arleoi,1524420,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus astromycterus,1494228,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus atochae,1525177,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus auroguttatus,1011110,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus bahianus,1011109,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus balios,1007309,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus ballesterosi,1007814,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus banneaui,1525961,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus barbouri,1526013,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus belensis,1009832,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus betuliaensis,1509114,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus bogotensis,1592363,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus bomboizanus,1525176,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus borellii,1019215,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus boylei,1524903,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus brachykechenos,1007303,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus brasiliensis,1020367,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus brunoi,1384554,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus cachiraensis,1008332,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus caipora,1008424,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus calai,1494229,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus caliensis,1592365,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus candidus,1014271,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus casitaensis,1494230,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus castroi,1384025,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus catamarcensis,1010173,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus caudofasciatus,1009462,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus celsae,1009635,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus cerritoensis,1494231,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus chaberti,1013278,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus chapadensis,1536525,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus chapmani,1525964,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus chiltoni,1525502,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus chungaraensis,1012156,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus claudiae,1008092,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus colombia,1507489,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus concolor,1011114,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus conradi,1525953,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus corduvensis,1020163,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus crassicaudatus,1384452,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus dali,1007798,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus davisi,1526014,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus diabolus,1009444,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus diatropoporos,1007305,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus dispar,1418576,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus donascimientoi,1494232,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus dorsostriatum,1525761,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus duellmani,1012035,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus emanueli,1525087,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus fassli,1525834,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus ferreri,1494233,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus fuliginosus,1008093,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus funebris,1536465,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus gabrieli,1525547,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus gairaensis,1494234,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus garciamarquezi,1385019,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus gasparinii,1384693,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus giarettai,1494235,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus giganteus,1009463,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus goeldii,1019259,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus gorgona,1009263,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus guaraquessaba,1009190,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus guianense,1526045,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus heterodontus,1525762,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus hualco,1008301,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus humboldti,1536468,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus igobi,1008545,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus iheringi,1525763,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus immaculatus,1467684,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus ingaiensis,1536466,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus itacambirussu,1009502,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus itacarambiensis,1010734,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus itatiayae,1526155,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus jacupiranga,1009156,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus jatobensis,1536524,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus jequitinhonhae,1009503,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus kankuamo,1385018,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus knerii,1019925,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus landinga,1009501,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus latidens,1592351,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus latistriatus,1525764,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus laucaensis,1383795,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus lauryi,1494236,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus lauzannii,1494237,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus lewi,1009636,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus longibarbatus,1011113,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus luetkeni,1536467,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus macrophthalmus,1007682,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus macrotrichopterus,1008091,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus maculosus,1007953,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus maldonadoi,1007813,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus manaurensis,1385016,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus maracaiboensis,1525137,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus maracaya,1009521,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus mariamole,1008094,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus mboycy,1009495,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus megantoni,1008721,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus melanopygius,1494238,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus meridae,1017677,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus migrans,1524806,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus mimonha,1011111,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus mimosensis,1007251,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus minus,1007517,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus mirissumba,1011112,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus mogotensis,1494239,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus mondolfi,1525069,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus montesi,1385015,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus motatanensis,1525138,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus nabusimakensis,1494240,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus naipi,1009493,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus nietoi,1384843,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus nigricans,1022612,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus nigroauratus,1384510,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus nigromaculatus,1019773,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus novalimensis,1384555,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus ocanaensis,1384628,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus oroyae,1467700,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus pantherinus,1009471,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus paolence,1525766,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus papilliferus,1320715,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus paquequerense,1525156,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus pauciradiatus,1008973,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus payaya,1007836,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus perkos,1007567,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus pirabitira,1007285,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus piratymbara,1494241,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus piurae,1525687,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus plumbeus,1009497,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus poikilos,1007306,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus potschi,1009605,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus pradensis,1009181,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus pseudosilvinichthys,1009473,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus punctatissimus,1021467,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus punctulatus,1021968,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus puriventris,1007593,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus quintus,1536396,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus ramosus,1010131,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus regani,1525768,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus reinhardti,1525770,Does not or is unlikely to produce sound under natural conditions,452075,
Trichomycterus retropinnis,1018673,Does not or is unlikely to produce sound under natural conditions,452075,
